NAME,GVKEY,YEAR,name,ein
PETROLEUM HELICOPTERS INC ,8515,1999,PHI GRP INC,84-2513763
PETROLEUM HELICOPTERS INC ,8515,2000,PHI GRP INC,84-2513763
PETROLEUM HELICOPTERS INC ,8515,2001,PHI GRP INC,84-2513763
PETROLEUM HELICOPTERS INC ,8515,2002,PHI GRP INC,84-2513763
PIONEER HI BRED INTL INC ,8596,1998,PIONEER HI-BRED INTERNATIONL,42-0470520
PLAYBOY ENTERPRISES INC ,8638,1995,PLAYBOY ENTERPRISES  -CL B,36-4249478
PLAYBOY ENTERPRISES INC ,8638,1996,PLAYBOY ENTERPRISES  -CL B,36-4249478
PLAYBOY ENTERPRISES INC ,8638,1997,PLAYBOY ENTERPRISES  -CL B,36-4249478
PLAYBOY ENTERPRISES INC ,8638,1998,PLAYBOY ENTERPRISES  -CL B,36-4249478
PLAYBOY ENTERPRISES INC ,8638,1999,PLAYBOY ENTERPRISES  -CL B,36-4249478
PLAYBOY ENTERPRISES INC ,8638,2000,PLAYBOY ENTERPRISES  -CL B,36-4249478
PLAYBOY ENTERPRISES INC ,8638,2001,PLAYBOY ENTERPRISES  -CL B,36-4249478
PLAYBOY ENTERPRISES INC ,8638,2002,PLAYBOY ENTERPRISES  -CL B,36-4249478
PLYMOUTH RUBBER INC ,8648,1995,PLYMOUTH RUBBER  -CL A,04-1733970
PLYMOUTH RUBBER INC ,8648,1996,PLYMOUTH RUBBER  -CL A,04-1733970
PLYMOUTH RUBBER INC ,8648,1997,PLYMOUTH RUBBER  -CL A,04-1733970
PLYMOUTH RUBBER INC ,8648,1998,PLYMOUTH RUBBER  -CL A,04-1733970
PLYMOUTH RUBBER INC ,8648,1999,PLYMOUTH RUBBER  -CL A,04-1733970
PLYMOUTH RUBBER INC ,8648,2000,PLYMOUTH RUBBER  -CL A,04-1733970
PLYMOUTH RUBBER INC ,8648,2001,PLYMOUTH RUBBER  -CL A,04-1733970
PLYMOUTH RUBBER INC ,8648,2002,PLYMOUTH RUBBER  -CL A,04-1733970
PRESIDENTIAL RLTY CORP ,8734,1995,PRESIDENTIAL RLTY NEW  -CL B,13-1954619
PRESIDENTIAL RLTY CORP ,8734,1996,PRESIDENTIAL RLTY NEW  -CL B,13-1954619
PRESIDENTIAL RLTY CORP ,8734,1997,PRESIDENTIAL RLTY NEW  -CL B,13-1954619
PRESIDENTIAL RLTY CORP ,8734,1998,PRESIDENTIAL RLTY NEW  -CL B,13-1954619
PRESIDENTIAL RLTY CORP ,8734,1999,PRESIDENTIAL RLTY NEW  -CL B,13-1954619
PRESIDENTIAL RLTY CORP ,8734,2000,PRESIDENTIAL RLTY NEW  -CL B,13-1954619
PRESIDENTIAL RLTY CORP ,8734,2001,PRESIDENTIAL RLTY NEW  -CL B,13-1954619
PRESIDENTIAL RLTY CORP ,8734,2002,PRESIDENTIAL RLTY NEW  -CL B,13-1954619
PRESIDIO OIL CO ,8736,1994,PRESIDIO OIL,95-3049484
PRESIDIO OIL CO ,8736,1995,PRESIDIO OIL,95-3049484
PRESIDIO OIL CO ,8736,1996,PRESIDIO OIL,95-3049484
PROVIDENT LIFE & ACC INS CO ,8794,1995,PROVIDENT COS INC,.
PUBLISHER CO INC ,8802,1995,PUBCO CORP,53-0246410
PUBLISHER CO INC ,8802,1996,PUBCO CORP,53-0246410
PUBLISHER CO INC ,8802,1997,PUBCO CORP,53-0246410
PUBLISHER CO INC ,8802,1998,PUBCO CORP,53-0246410
PUBLISHER CO INC ,8802,1999,PUBCO CORP,53-0246410
PUBLISHER CO INC ,8802,2000,PUBCO CORP,53-0246410
PUBLISHER CO INC ,8802,2001,PUBCO CORP,53-0246410
PUBLISHER CO INC ,8802,2002,PUBCO CORP,53-0246410
RAYTHEON MANUFACTURING CO ,8972,1998,RAYTHEON CO,95-1778500
RAYTHEON MANUFACTURING CO ,8972,1999,RAYTHEON CO,95-1778500
RAYTHEON MANUFACTURING CO ,8972,2000,RAYTHEON CO,95-1778500
RAYTHEON MANUFACTURING CO ,8972,2001,RAYTHEON CO,95-1778500
READING & BATES OFFSHORE DRILL ,8974,1995,R & B FALCON CORP,.
READING & BATES OFFSHORE DRILL ,8974,1996,R & B FALCON CORP,.
READING & BATES OFFSHORE DRILL ,8974,1997,R & B FALCON CORP,.
GRIFFIN GAMING & ENTMT INC ,9082,1995,GRIFFIN GAMING&ENTMT,59-0763055
GRIFFIN GAMING & ENTMT INC ,9082,1996,GRIFFIN GAMING&ENTMT,59-0763055
Reynolds & Reynolds ,9112,1994,REYNOLDS & REYNOLDS  -CL A,31-0421120
Reynolds & Reynolds ,9112,1995,REYNOLDS & REYNOLDS  -CL A,31-0421120
Reynolds & Reynolds ,9112,1996,REYNOLDS & REYNOLDS  -CL A,31-0421120
Reynolds & Reynolds ,9112,1997,REYNOLDS & REYNOLDS  -CL A,31-0421120
Reynolds & Reynolds ,9112,1998,REYNOLDS & REYNOLDS  -CL A,31-0421120
Reynolds & Reynolds ,9112,1999,REYNOLDS & REYNOLDS  -CL A,31-0421120
Reynolds & Reynolds ,9112,2000,REYNOLDS & REYNOLDS  -CL A,31-0421120
Reynolds & Reynolds ,9112,2001,REYNOLDS & REYNOLDS  -CL A,31-0421120
Reynolds & Reynolds ,9112,2002,REYNOLDS & REYNOLDS  -CL A,31-0421120
RICHARDSON ELECTRONICS LTD ,9125,1994,RICHARDSON ELECTRONICS LTD,36-2096643
RICHARDSON ELECTRONICS LTD ,9125,1995,RICHARDSON ELECTRONICS LTD,36-2096643
RICHARDSON ELECTRONICS LTD ,9125,1996,RICHARDSON ELECTRONICS LTD,36-2096643
RICHARDSON ELECTRONICS LTD ,9125,1997,RICHARDSON ELECTRONICS LTD,36-2096643
RICHARDSON ELECTRONICS LTD ,9125,1998,RICHARDSON ELECTRONICS LTD,36-2096643
RICHARDSON ELECTRONICS LTD ,9125,1999,RICHARDSON ELECTRONICS LTD,36-2096643
RICHARDSON ELECTRONICS LTD ,9125,2000,RICHARDSON ELECTRONICS LTD,36-2096643
RICHARDSON ELECTRONICS LTD ,9125,2001,RICHARDSON ELECTRONICS LTD,36-2096643
RICHARDSON ELECTRONICS LTD ,9125,2002,RICHARDSON ELECTRONICS LTD,36-2096643
Rockwell International Corp ,9203,1994,ROCKWELL AUTOMATION,25-1797617
Rockwell International Corp ,9203,1995,ROCKWELL AUTOMATION,25-1797617
Rose's Stores ,9240,1990,WEBFINANCIAL CORP,56-2043000
Rose's Stores ,9240,1991,WEBFINANCIAL CORP,56-2043000
Rose's Stores ,9240,1992,WEBFINANCIAL CORP,56-2043000
E X X INC ,9319,1995,EXX INC  -CL A,88-0325271
E X X INC ,9319,1996,EXX INC  -CL A,88-0325271
E X X INC ,9319,1997,EXX INC  -CL A,88-0325271
E X X INC ,9319,1998,EXX INC  -CL A,88-0325271
E X X INC ,9319,1999,EXX INC  -CL A,88-0325271
E X X INC ,9319,2000,EXX INC  -CL A,88-0325271
E X X INC ,9319,2001,EXX INC  -CL A,88-0325271
E X X INC ,9319,2002,EXX INC  -CL A,88-0325271
SALICK HEALTH CARE INC ,9386,1995,SALICK HEALTH CARE INC,95-4333272
SALICK HEALTH CARE INC ,9386,1996,SALICK HEALTH CARE INC,95-4333272
SCHOLASTIC CORP ,9466,1995,SCHOLASTIC CORP,13-3385513
SCHOLASTIC CORP ,9466,1996,SCHOLASTIC CORP,13-3385513
SCHOLASTIC CORP ,9466,1997,SCHOLASTIC CORP,13-3385513
SCHOLASTIC CORP ,9466,1998,SCHOLASTIC CORP,13-3385513
SCHOLASTIC CORP ,9466,1999,SCHOLASTIC CORP,13-3385513
SCHOLASTIC CORP ,9466,2000,SCHOLASTIC CORP,13-3385513
SCHOLASTIC CORP ,9466,2001,SCHOLASTIC CORP,13-3385513
SCHOLASTIC CORP ,9466,2002,SCHOLASTIC CORP,13-3385513
SMITH A O CORP ,9771,1994,SMITH (A.O.),39-0619790
SMITH A O CORP ,9771,1995,SMITH (A.O.),39-0619790
SMITH A O CORP ,9771,1996,SMITH (A.O.),39-0619790
SMITH A O CORP ,9771,1997,SMITH (A.O.),39-0619790
SMITH A O CORP ,9771,1998,SMITH (A.O.),39-0619790
SMITH A O CORP ,9771,1999,SMITH (A.O.),39-0619790
SMITH A O CORP ,9771,2000,SMITH (A.O.),39-0619790
SMITH A O CORP ,9771,2001,SMITH (A.O.),39-0619790
SMITH A O CORP ,9771,2002,SMITH (A.O.),39-0619790
JM Smucker ,9777,1994,SMUCKER (JM) CO,34-0538550
JM Smucker ,9777,1995,SMUCKER (JM) CO,34-0538550
JM Smucker ,9777,1996,SMUCKER (JM) CO,34-0538550
JM Smucker ,9777,1997,SMUCKER (JM) CO,34-0538550
JM Smucker ,9777,1998,SMUCKER (JM) CO,34-0538550
JM Smucker ,9777,1999,SMUCKER (JM) CO,34-0538550
SPIEGEL INC ,9952,1995,SPIEGEL INC  -CL A,36-2593917
SPIEGEL INC ,9952,1996,SPIEGEL INC  -CL A,36-2593917
SPIEGEL INC ,9952,1997,SPIEGEL INC  -CL A,36-2593917
SPIEGEL INC ,9952,1998,SPIEGEL INC  -CL A,36-2593917
SPIEGEL INC ,9952,1999,SPIEGEL INC  -CL A,36-2593917
SPIEGEL INC ,9952,2000,SPIEGEL INC  -CL A,36-2593917
SPIEGEL INC ,9952,2001,SPIEGEL INC  -CL A,36-2593917
Springs Industries Inc ,9963,1994,SPRINGS INDUSTRIES  -CL A,57-0252730
Springs Industries Inc ,9963,1995,SPRINGS INDUSTRIES  -CL A,57-0252730
Springs Industries Inc ,9963,1996,SPRINGS INDUSTRIES  -CL A,57-0252730
Springs Industries Inc ,9963,1997,SPRINGS INDUSTRIES  -CL A,57-0252730
Springs Industries Inc ,9963,1998,SPRINGS INDUSTRIES  -CL A,57-0252730
Springs Industries Inc ,9963,1999,SPRINGS INDUSTRIES  -CL A,57-0252730
Springs Industries Inc ,9963,2000,SPRINGS INDUSTRIES  -CL A,57-0252730
STANDARD REGISTER CO ,10005,1994,STANDARD REGISTER CO,31-0455440
STANDARD REGISTER CO ,10005,1995,STANDARD REGISTER CO,31-0455440
STANDARD REGISTER CO ,10005,1996,STANDARD REGISTER CO,31-0455440
STANDARD REGISTER CO ,10005,1997,STANDARD REGISTER CO,31-0455440
STANDARD REGISTER CO ,10005,1998,STANDARD REGISTER CO,31-0455440
STANDARD REGISTER CO ,10005,1999,STANDARD REGISTER CO,31-0455440
STANDARD REGISTER CO ,10005,2000,STANDARD REGISTER CO,31-0455440
STANDARD REGISTER CO ,10005,2001,STANDARD REGISTER CO,31-0455440
STANDARD REGISTER CO ,10005,2002,STANDARD REGISTER CO,31-0455440
Pittway Corp ,10006,1994,PITTWAY CORP/DE  -CL A,13-5616408
Pittway Corp ,10006,1995,PITTWAY CORP/DE  -CL A,13-5616408
Pittway Corp ,10006,1996,PITTWAY CORP/DE  -CL A,13-5616408
Pittway Corp ,10006,1997,PITTWAY CORP/DE  -CL A,13-5616408
Pittway Corp ,10006,1998,PITTWAY CORP/DE  -CL A,13-5616408
Pittway Corp ,10006,1999,PITTWAY CORP/DE  -CL A,13-5616408
STARRETT L S CO ,10030,1995,STARRETT (L.S.) CO  -CL A,04-1866480
STARRETT L S CO ,10030,1996,STARRETT (L.S.) CO  -CL A,04-1866480
STARRETT L S CO ,10030,1997,STARRETT (L.S.) CO  -CL A,04-1866480
STARRETT L S CO ,10030,1998,STARRETT (L.S.) CO  -CL A,04-1866480
STARRETT L S CO ,10030,1999,STARRETT (L.S.) CO  -CL A,04-1866480
STARRETT L S CO ,10030,2000,STARRETT (L.S.) CO  -CL A,04-1866480
STARRETT L S CO ,10030,2001,STARRETT (L.S.) CO  -CL A,04-1866480
STARRETT L S CO ,10030,2002,STARRETT (L.S.) CO  -CL A,04-1866480
STEWART INFORMATION SVCS CORP ,10086,1995,STEWART INFORMATION SERVICES,74-1677330
STEWART INFORMATION SVCS CORP ,10086,1996,STEWART INFORMATION SERVICES,74-1677330
STEWART INFORMATION SVCS CORP ,10086,1997,STEWART INFORMATION SERVICES,74-1677330
STEWART INFORMATION SVCS CORP ,10086,1998,STEWART INFORMATION SERVICES,74-1677330
STEWART INFORMATION SVCS CORP ,10086,1999,STEWART INFORMATION SERVICES,74-1677330
STEWART INFORMATION SVCS CORP ,10086,2000,STEWART INFORMATION SERVICES,74-1677330
STEWART INFORMATION SVCS CORP ,10086,2001,STEWART INFORMATION SERVICES,74-1677330
STEWART INFORMATION SVCS CORP ,10086,2002,STEWART INFORMATION SERVICES,74-1677330
Strawbridge ,10108,1994,STRAWBRDGE &CLOTHIER  -SER A,23-1131660
Strawbridge ,10108,1995,STRAWBRDGE &CLOTHIER  -SER A,23-1131660
Sequa Corp ,10150,1994,SEQUA CORP  -CL A,13-1885030
Sequa Corp ,10150,1995,SEQUA CORP  -CL A,13-1885030
Sequa Corp ,10150,1996,SEQUA CORP  -CL A,13-1885030
Sequa Corp ,10150,1997,SEQUA CORP  -CL A,13-1885030
Sequa Corp ,10150,1998,SEQUA CORP  -CL A,13-1885030
Sequa Corp ,10150,1999,SEQUA CORP  -CL A,13-1885030
Sequa Corp ,10150,2000,SEQUA CORP  -CL A,13-1885030
Sequa Corp ,10150,2001,SEQUA CORP  -CL A,13-1885030
Sequa Corp ,10150,2002,SEQUA CORP  -CL A,13-1885030
TECUMSEH PRODUCTS CO ,10386,1994,TECUMSEH PRODUCTS CO,38-1093240
TECUMSEH PRODUCTS CO ,10386,1995,TECUMSEH PRODUCTS CO,38-1093240
TECUMSEH PRODUCTS CO ,10386,1996,TECUMSEH PRODUCTS CO,38-1093240
TECUMSEH PRODUCTS CO ,10386,1997,TECUMSEH PRODUCTS CO,38-1093240
TECUMSEH PRODUCTS CO ,10386,1998,TECUMSEH PRODUCTS CO,38-1093240
TECUMSEH PRODUCTS CO ,10386,1999,TECUMSEH PRODUCTS CO,38-1093240
TECUMSEH PRODUCTS CO ,10386,2000,TECUMSEH PRODUCTS CO,38-1093240
TECUMSEH PRODUCTS CO ,10386,2001,TECUMSEH PRODUCTS CO,38-1093240
TECUMSEH PRODUCTS CO ,10386,2002,TECUMSEH PRODUCTS CO,38-1093240
Telephone & Data Systems ,10411,1994,TELEPHONE & DATA SYSTEMS INC,36-2669023
Telephone & Data Systems ,10411,1995,TELEPHONE & DATA SYSTEMS INC,36-2669023
Telephone & Data Systems ,10411,1996,TELEPHONE & DATA SYSTEMS INC,36-2669023
Telephone & Data Systems ,10411,1997,TELEPHONE & DATA SYSTEMS INC,36-2669023
Telephone & Data Systems ,10411,1998,TELEPHONE & DATA SYSTEMS INC,36-2669023
Telephone & Data Systems ,10411,1999,TELEPHONE & DATA SYSTEMS INC,36-2669023
Telephone & Data Systems ,10411,2000,TELEPHONE & DATA SYSTEMS INC,36-2669023
Telephone & Data Systems ,10411,2001,TELEPHONE & DATA SYSTEMS INC,36-2669023
Telephone & Data Systems ,10411,2002,TELEPHONE & DATA SYSTEMS INC,36-2669023
TENDER LOVING CARE HEALTH CARE ,10439,1996,ATC HEALTHCARE INC  -CL A,11-2650500
TENDER LOVING CARE HEALTH CARE ,10439,1997,ATC HEALTHCARE INC  -CL A,11-2650500
TENDER LOVING CARE HEALTH CARE ,10439,1998,ATC HEALTHCARE INC  -CL A,11-2650500
TENDER LOVING CARE HEALTH CARE ,10439,1999,ATC HEALTHCARE INC  -CL A,11-2650500
TENDER LOVING CARE HEALTH CARE ,10439,2000,ATC HEALTHCARE INC  -CL A,11-2650500
TENDER LOVING CARE HEALTH CARE ,10439,2001,ATC HEALTHCARE INC  -CL A,11-2650500
TENDER LOVING CARE HEALTH CARE ,10439,2002,ATC HEALTHCARE INC  -CL A,11-2650500
CONTINENTAL AIRLINES INC ,10484,1995,UNITED AIRLINES INC,74-2099724
CONTINENTAL AIRLINES INC ,10484,1996,UNITED AIRLINES INC,74-2099724
CONTINENTAL AIRLINES INC ,10484,1997,UNITED AIRLINES INC,74-2099724
CONTINENTAL AIRLINES INC ,10484,1998,UNITED AIRLINES INC,74-2099724
CONTINENTAL AIRLINES INC ,10484,1999,UNITED AIRLINES INC,74-2099724
CONTINENTAL AIRLINES INC ,10484,2000,UNITED AIRLINES INC,74-2099724
THOMASTON MILLS INC ,10543,1995,THOMASTON MILLS INC  -CL A,58-0460470
THOMASTON MILLS INC ,10543,1996,THOMASTON MILLS INC  -CL A,58-0460470
THOMASTON MILLS INC ,10543,1997,THOMASTON MILLS INC  -CL A,58-0460470
THOMASTON MILLS INC ,10543,1998,THOMASTON MILLS INC  -CL A,58-0460470
THOMASTON MILLS INC ,10543,1999,THOMASTON MILLS INC  -CL A,58-0460470
THOMASTON MILLS INC ,10543,2000,THOMASTON MILLS INC  -CL A,58-0460470
FABRICS NATL INC ,10554,1995,THREE D DEPARTMENT  -CL B,06-0733200
FABRICS NATL INC ,10554,1996,THREE D DEPARTMENT  -CL B,06-0733200
FABRICS NATL INC ,10554,1997,THREE D DEPARTMENT  -CL B,06-0733200
FABRICS NATL INC ,10554,1998,THREE D DEPARTMENT  -CL B,06-0733200
Times Mirror Co ,10580,1994,TIMES MIRROR CO  -SER A,95-4481525
TIMES MIRROR CO NEW ,10580,1995,TIMES MIRROR CO  -SER A,95-4481525
TIMES MIRROR CO NEW ,10580,1996,TIMES MIRROR CO  -SER A,95-4481525
TIMES MIRROR CO NEW ,10580,1997,TIMES MIRROR CO  -SER A,95-4481525
TIMES MIRROR CO NEW ,10580,1998,TIMES MIRROR CO  -SER A,95-4481525
TIMES MIRROR CO NEW ,10580,1999,TIMES MIRROR CO  -SER A,95-4481525
TIMES MIRROR CO NEW ,10580,2000,TIMES MIRROR CO  -SER A,95-4481525
Tootsie Roll ,10609,1994,TOOTSIE ROLL INDUSTRIES INC,22-1318955
Tootsie Roll ,10609,1995,TOOTSIE ROLL INDUSTRIES INC,22-1318955
Tootsie Roll ,10609,1996,TOOTSIE ROLL INDUSTRIES INC,22-1318955
Tootsie Roll ,10609,1997,TOOTSIE ROLL INDUSTRIES INC,22-1318955
Tootsie Roll ,10609,1998,TOOTSIE ROLL INDUSTRIES INC,22-1318955
Tootsie Roll ,10609,1999,TOOTSIE ROLL INDUSTRIES INC,22-1318955
Tootsie Roll ,10609,2000,TOOTSIE ROLL INDUSTRIES INC,22-1318955
Tootsie Roll ,10609,2001,TOOTSIE ROLL INDUSTRIES INC,22-1318955
Tootsie Roll ,10609,2002,TOOTSIE ROLL INDUSTRIES INC,22-1318955
TOWN & COUNTRY CORP ,10634,1994,TOWN & COUNTRY CORP  -CL A,04-2384321
TOWN & COUNTRY CORP ,10634,1995,TOWN & COUNTRY CORP  -CL A,04-2384321
TOWN & COUNTRY CORP ,10634,1996,TOWN & COUNTRY CORP  -CL A,04-2384321
TOWN & COUNTRY CORP ,10634,1997,TOWN & COUNTRY CORP  -CL A,04-2384321
TRACOR INC NEW ,10640,1995,TRACOR INC,74-2618088
TRANS LUX CORP ,10658,1995,TRANS-LUX CORP,13-1394750
TRANS LUX CORP ,10658,1996,TRANS-LUX CORP,13-1394750
TRANS LUX CORP ,10658,1997,TRANS-LUX CORP,13-1394750
TRANS LUX CORP ,10658,1998,TRANS-LUX CORP,13-1394750
TRANS LUX CORP ,10658,1999,TRANS-LUX CORP,13-1394750
TRANS LUX CORP ,10658,2000,TRANS-LUX CORP,13-1394750
TRANS LUX CORP ,10658,2001,TRANS-LUX CORP,13-1394750
TRANS LUX CORP ,10658,2002,TRANS-LUX CORP,13-1394750
AMERICAN AUTOMATIC VENDING CORP ,10703,1995,TRANZONIC COS,34-0664235
AMERICAN AUTOMATIC VENDING CORP ,10703,1996,TRANZONIC COS,34-0664235
Turner Broadcasting ,10769,1994,TURNER BROADCASTING  -CL B,58-0950695
Turner Broadcasting ,10769,1995,TURNER BROADCASTING  -CL B,58-0950695
Turner Broadcasting ,10769,1996,TURNER BROADCASTING  -CL B,58-0950695
TYSON FOODS INC ,10793,1993,TYSON FOODS INC  -CL A,71-0225165
TYSON FOODS INC ,10793,1994,TYSON FOODS INC  -CL A,71-0225165
TYSON FOODS INC ,10793,1995,TYSON FOODS INC  -CL A,71-0225165
TYSON FOODS INC ,10793,1996,TYSON FOODS INC  -CL A,71-0225165
TYSON FOODS INC ,10793,1997,TYSON FOODS INC  -CL A,71-0225165
TYSON FOODS INC ,10793,1998,TYSON FOODS INC  -CL A,71-0225165
TYSON FOODS INC ,10793,1999,TYSON FOODS INC  -CL A,71-0225165
TYSON FOODS INC ,10793,2000,TYSON FOODS INC  -CL A,71-0225165
TYSON FOODS INC ,10793,2001,TYSON FOODS INC  -CL A,71-0225165
TYSON FOODS INC ,10793,2002,TYSON FOODS INC  -CL A,71-0225165
UNIFIRST CORP ,10840,1994,UNIFIRST CORP,04-2103460
UNIFIRST CORP ,10840,1995,UNIFIRST CORP,04-2103460
UNIFIRST CORP ,10840,1996,UNIFIRST CORP,04-2103460
UNIFIRST CORP ,10840,1997,UNIFIRST CORP,04-2103460
UNIFIRST CORP ,10840,1998,UNIFIRST CORP,04-2103460
UNIFIRST CORP ,10840,1999,UNIFIRST CORP,04-2103460
UNIFIRST CORP ,10840,2000,UNIFIRST CORP,04-2103460
UNIFIRST CORP ,10840,2001,UNIFIRST CORP,04-2103460
UNIFIRST CORP ,10840,2002,UNIFIRST CORP,04-2103460
UNITED FOODS INC ,10899,1995,UNITED FOODS  -CL A,74-1264568
UNITED FOODS INC ,10899,1996,UNITED FOODS  -CL A,74-1264568
UNITED FOODS INC ,10899,1997,UNITED FOODS  -CL A,74-1264568
UNITED FOODS INC ,10899,1998,UNITED FOODS  -CL A,74-1264568
UNITED FOODS INC ,10899,1999,UNITED FOODS  -CL A,74-1264568
UNITED PARCEL SERVICE INC ,10920,2000,UNITED PARCEL SERVICE INC,58-2480149
UNITED PARCEL SERVICE INC ,10920,2001,UNITED PARCEL SERVICE INC,58-2480149
UNITED PARCEL SERVICE INC ,10920,2002,UNITED PARCEL SERVICE INC,58-2480149
US Healthcare ,10948,1995,U S HEALTHCARE INC,.
UNITED UTILITIES INC ,10984,1997,SPRINT CORP,46-1170005
UNIVERSAL HEALTH SERVICES INC ,11032,1995,UNIVERSAL HEALTH SVCS INC,23-2077891
UNIVERSAL HEALTH SERVICES INC ,11032,1996,UNIVERSAL HEALTH SVCS INC,23-2077891
UNIVERSAL HEALTH SERVICES INC ,11032,1997,UNIVERSAL HEALTH SVCS INC,23-2077891
UNIVERSAL HEALTH SERVICES INC ,11032,1998,UNIVERSAL HEALTH SVCS INC,23-2077891
UNIVERSAL HEALTH SERVICES INC ,11032,1999,UNIVERSAL HEALTH SVCS INC,23-2077891
UNIVERSAL HEALTH SERVICES INC ,11032,2000,UNIVERSAL HEALTH SVCS INC,23-2077891
UNIVERSAL HEALTH SERVICES INC ,11032,2001,UNIVERSAL HEALTH SVCS INC,23-2077891
UNIVERSAL HEALTH SERVICES INC ,11032,2002,UNIVERSAL HEALTH SVCS INC,23-2077891
VILLAGE SUPER MARKET INC ,11178,1994,VILLAGE SUPER MARKET  -CL A,22-1576170
VILLAGE SUPER MARKET INC ,11178,1995,VILLAGE SUPER MARKET  -CL A,22-1576170
VILLAGE SUPER MARKET INC ,11178,1996,VILLAGE SUPER MARKET  -CL A,22-1576170
VILLAGE SUPER MARKET INC ,11178,1997,VILLAGE SUPER MARKET  -CL A,22-1576170
VILLAGE SUPER MARKET INC ,11178,1999,VILLAGE SUPER MARKET  -CL A,22-1576170
VILLAGE SUPER MARKET INC ,11178,2000,VILLAGE SUPER MARKET  -CL A,22-1576170
VILLAGE SUPER MARKET INC ,11178,2001,VILLAGE SUPER MARKET  -CL A,22-1576170
VILLAGE SUPER MARKET INC ,11178,2002,VILLAGE SUPER MARKET  -CL A,22-1576170
VISHAY INTERTECHNOLOGY INC ,11191,1994,VISHAY INTERTECHNOLOGY INC,38-1686453
VISHAY INTERTECHNOLOGY INC ,11191,1996,VISHAY INTERTECHNOLOGY INC,38-1686453
VISHAY INTERTECHNOLOGY INC ,11191,1997,VISHAY INTERTECHNOLOGY INC,38-1686453
VISHAY INTERTECHNOLOGY INC ,11191,1998,VISHAY INTERTECHNOLOGY INC,38-1686453
VISHAY INTERTECHNOLOGY INC ,11191,1999,VISHAY INTERTECHNOLOGY INC,38-1686453
VISHAY INTERTECHNOLOGY INC ,11191,2000,VISHAY INTERTECHNOLOGY INC,38-1686453
VISHAY INTERTECHNOLOGY INC ,11191,2001,VISHAY INTERTECHNOLOGY INC,38-1686453
VISHAY INTERTECHNOLOGY INC ,11191,2002,VISHAY INTERTECHNOLOGY INC,38-1686453
WACKENHUT CORP ,11249,1994,WACKENHUT CORP  -SER A,59-0857245
WACKENHUT CORP ,11249,1995,WACKENHUT CORP  -SER A,59-0857245
WACKENHUT CORP ,11249,1996,WACKENHUT CORP  -SER A,59-0857245
WACKENHUT CORP ,11249,1997,WACKENHUT CORP  -SER A,59-0857245
WACKENHUT CORP ,11249,1998,WACKENHUT CORP  -SER A,59-0857245
WACKENHUT CORP ,11249,1999,WACKENHUT CORP  -SER A,59-0857245
WACKENHUT CORP ,11249,2000,WACKENHUT CORP  -SER A,59-0857245
WACKENHUT CORP ,11249,2001,WACKENHUT CORP  -SER A,59-0857245
WASHINGTON HOMES INC NEW ,11297,1995,WASHINGTON HOMES INC,52-0818872
WASHINGTON HOMES INC NEW ,11297,1996,WASHINGTON HOMES INC,52-0818872
WASHINGTON HOMES INC NEW ,11297,1997,WASHINGTON HOMES INC,52-0818872
WASHINGTON HOMES INC NEW ,11297,1998,WASHINGTON HOMES INC,52-0818872
Washington Post ,11300,1994,GRAHAM HOLDINGS CO,53-0182885
Washington Post ,11300,1995,GRAHAM HOLDINGS CO,53-0182885
Washington Post ,11300,1996,GRAHAM HOLDINGS CO,53-0182885
Washington Post ,11300,1997,GRAHAM HOLDINGS CO,53-0182885
Washington Post ,11300,1998,GRAHAM HOLDINGS CO,53-0182885
Washington Post ,11300,1999,GRAHAM HOLDINGS CO,53-0182885
Washington Post ,11300,2000,GRAHAM HOLDINGS CO,53-0182885
Washington Post ,11300,2001,GRAHAM HOLDINGS CO,53-0182885
Washington Post ,11300,2002,GRAHAM HOLDINGS CO,53-0182885
WATSCO INC ,11313,1995,WATSCO INC,59-0778222
WATSCO INC ,11313,1996,WATSCO INC,59-0778222
WATSCO INC ,11313,1997,WATSCO INC,59-0778222
WATSCO INC ,11313,1998,WATSCO INC,59-0778222
WATSCO INC ,11313,1999,WATSCO INC,59-0778222
WATSCO INC ,11313,2000,WATSCO INC,59-0778222
WATSCO INC ,11313,2001,WATSCO INC,59-0778222
WATSCO INC ,11313,2002,WATSCO INC,59-0778222
WAXMAN INDUSTRIES INC ,11318,1994,WAXMAN INDUSTRIES,34-0899894
WAXMAN INDUSTRIES INC ,11318,1995,WAXMAN INDUSTRIES,34-0899894
WAXMAN INDUSTRIES INC ,11318,1996,WAXMAN INDUSTRIES,34-0899894
WAXMAN INDUSTRIES INC ,11318,1997,WAXMAN INDUSTRIES,34-0899894
WAXMAN INDUSTRIES INC ,11318,1998,WAXMAN INDUSTRIES,34-0899894
WAXMAN INDUSTRIES INC ,11318,1999,WAXMAN INDUSTRIES,34-0899894
WAXMAN INDUSTRIES INC ,11318,2000,WAXMAN INDUSTRIES,34-0899894
WAXMAN INDUSTRIES INC ,11318,2001,WAXMAN INDUSTRIES,34-0899894
WAXMAN INDUSTRIES INC ,11318,2002,WAXMAN INDUSTRIES,34-0899894
WESTON ROY F INC ,11442,1994,,.
WESTON ROY F INC ,11442,1995,,.
WESTON ROY F INC ,11442,1996,,.
WESTON ROY F INC ,11442,1997,,.
WESTON ROY F INC ,11442,1998,,.
WESTON ROY F INC ,11442,1999,,.
WESTON ROY F INC ,11442,2000,,.
